order_id,user_id,product_id,old_name,category,price,base_price,quantity,amount,status,region,priority,customer_name,order_date,discount_pct
103974,20974,P1474,Smartwatch,Electronics,21097.47,21097.47,9,189877.23,Returned,East,Low,Kiran Mehta,2024-10-18,5
103975,20975,P1475,Biography,Books,8450.97,8450.97,5,42254.85,Pending,East,Low,Priya Sharma,2025-01-25,10
103976,20976,P1476,Sweater,Clothing,41927.09,41927.09,1,41927.09,Pending,East,High,Priya Iyer,2024-04-15,20
103977,20977,P1477,Camera,Electronics,33413.86,33413.86,6,200483.16,Cancelled,West,High,Aditya Gupta,2025-03-08,15
103978,20978,P1478,Pasta Pack,Grocery,21073.0,21073.0,1,21073.0,Cancelled,North,Low,Kiran Iyer,2025-05-10,0
103979,20979,P1479,Jeans,Clothing,21243.58,21243.58,5,106217.9,Cancelled,South,Low,Neha Nair,2024-10-04,20
103980,20980,P1480,Cookbook,Books,7054.61,7054.61,2,14109.22,Cancelled,South,Medium,Kabir Mehta,2024-03-13,0
103981,20981,P1481,Sweater,Clothing,13361.25,13361.25,1,13361.25,Completed,East,Low,Neha Kapoor,2024-09-10,15
103982,20982,P1482,Smartwatch,Electronics,45688.55,45688.55,4,182754.2,Completed,South,High,Ishaan Rao,2024-10-09,10
103983,20983,P1483,Coffee Beans,Grocery,21929.47,21929.47,7,153506.29,Returned,West,Medium,Vikram Rao,2024-08-26,0
103984,20984,P1484,Rice 5kg,Grocery,,23037.14,1,23037.14,Completed,North,High,Sara Kapoor,2024-01-10,0
103985,20985,P1485,Cereal Box,Grocery,32026.48,32026.48,2,64052.96,Completed,West,Medium,Aarav Sharma,2024-10-13,0
103986,20986,P1486,Yoga Mat,Sports,41339.97,41339.97,1,41339.97,Returned,South,Low,Aditya Iyer,2024-06-26,0
103987,20987,P1487,Air Fryer,Home & Kitchen,$30067.42,30067.42,7,210471.94,Cancelled,North,Medium,Aditya Sharma,2025-04-14,0
103988,20988,P1488,Biography,Books,34268.64,34268.64,1,34268.64,Cancelled,East,High,Priya Kapoor,2025-06-09,5
103989,20989,P1489,Cricket Bat,Sports,1992.89,1992.89,7,13950.23,Returned,East,Low,Diya Iyer,2025-06-18,0
103990,20990,P1490,Blender,Home & Kitchen,$16639.96,16639.96,6,99839.76,Completed,East,Low,Rahul Mehta,2024-02-22,15
103991,20991,P1491,T-Shirt,Clothing,17170.93,17170.93,7,120196.51,Completed,North,Medium,Aditya Rao,2024-06-27,20
103992,,P1492,Sci-Fi Book,Books,42311.16,42311.16,6,253866.96,Pending,East,High,Diya Rao,2024-11-29,0
103993,20993,P1493,Biography,Books,47691.17,47691.17,3,143073.51,Cancelled,East,High,Vivaan Mehta,2024-07-23,5
103994,20994,P1494,Smartphone,Electronics,7324.0,7324.0,6,43944.0,Completed,East,Medium,Ishaan Iyer,2024-01-21,10
103995,20995,P1495,Football,Sports,$35974.57,35974.57,10,359745.7,Returned,South,Medium,Meera Reddy,2025-02-21,0
103996,20996,P1496,Camera,Electronics,795.98,795.98,10,7959.8,Pending,North,Low,Rohan Sharma,2024-01-27,20
103997,20997,P1497,Running Shoes,Sports,34166.22,34166.22,10,341662.2,Returned,North,Low,Ishaan Kapoor,2025-06-17,5
103998,20998,P1498,Perfume,Beauty,36662.44,36662.44,10,366624.4,Cancelled,South,Medium,Kabir Iyer,2024-12-04,20
103999,20999,P1499,Smartphone,Electronics,20288.48,20288.48,3,60865.44,Returned,South,Low,Neha Singh,2025-02-07,20
104000,21000,P1000,Coffee Beans,Grocery,27457.8,27457.8,1,27457.8,Cancelled,North,High,Ananya Mehta,2024-05-31,20
104001,21001,P1001,Toaster,Home & Kitchen,1010.54,1010.54,8,8084.32,Returned,South,Low,Rahul Kapoor,2024-03-09,0
104002,21002,P1002,Rice 5kg,Grocery,25558.49,25558.49,5,127792.45,Completed,South,Low,Meera Reddy,2024-04-09,0
104003,21003,P1003,Cereal Box,Grocery,8961.82,8961.82,4,35847.28,Returned,West,High,Kiran Gupta,2024-01-17,0
104004,21004,P1004,Olive Oil,Grocery,29502.04,29502.04,2,59004.08,Pending,West,Low,Kiran Sharma,2025-03-04,10
104005,21005,P1005,Rice 5kg,Grocery,48878.72,48878.72,1,48878.72,Cancelled,North,Low,Aarav Singh,2024-07-03,15
104006,21006,P1006,Sci-Fi Book,Books,19584.46,19584.46,7,137091.22,Completed,West,High,Kabir Reddy,2024-12-20,0
104007,21007,P1007,Pasta Pack,Grocery,35125.35,35125.35,8,281002.8,Returned,North,Low,Aarav Kapoor,2024-01-28,15
104008,21008,P1008,Headphones,Electronics,$41582.34,41582.34,10,415823.4,Completed,South,High,Divya Gupta,2025-01-04,0
104009,21009,P1009,Self-Help Book,Books,38093.58,38093.58,6,228561.48,Cancelled,West,Medium,Aditya Singh,2024-10-21,20
104010,,P1010,Monitor,Electronics,6383.88,6383.88,2,12767.76,Returned,North,Medium,Ishaan Singh,2024-02-13,5
104011,21011,P1011,Rice 5kg,Grocery,29083.99,29083.99,9,261755.91,Completed,East,Low,Kabir Rao,2025-05-20,10
104012,21012,P1012,Air Fryer,Home & Kitchen,766.66,766.66,2,1533.32,Returned,West,Medium,Aditya Verma,2025-05-04,5
104013,21013,P1013,Coffee Beans,Grocery,18598.92,18598.92,1,18598.92,Cancelled,South,Medium,Kabir Verma,2024-12-06,20
104014,21014,P1014,Coffee Beans,Grocery,32248.98,32248.98,3,96746.94,Pending,East,High,Meera Kapoor,2025-02-07,0
104015,21015,P1015,Dress,Clothing,2991.45,2991.45,5,14957.25,Returned,West,Medium,Sneha Nair,2024-07-27,20
104016,21016,P1016,Perfume,Beauty,47127.83,47127.83,4,188511.32,Cancelled,West,Medium,Ananya Mehta,2024-01-02,10
104017,21017,P1017,Smartphone,Electronics,2883.22,2883.22,1,2883.22,Pending,West,Low,Aarav Verma,2024-01-04,0
104018,21018,P1018,Cookbook,Books,$40120.05,40120.05,3,120360.15,Pending,East,High,Kiran Sharma,2024-01-26,10
104019,21019,P1019,Coffee Beans,Grocery,24478.82,24478.82,6,146872.92,Completed,West,Medium,Aarav Mehta,2025-02-09,0
104020,,P1020,Cookware Set,Home & Kitchen,$44794.99,44794.99,4,179179.96,Cancelled,West,Low,Ananya Gupta,2024-06-21,5
104021,21021,P1021,Sci-Fi Book,Books,6655.07,6655.07,6,39930.42,Cancelled,North,High,Aarav Gupta,2025-06-19,15
104022,21022,P1022,Vacuum Cleaner,Home & Kitchen,17817.25,17817.25,3,53451.75,Completed,East,Medium,Kiran Iyer,2024-08-10,20
104023,,P1023,Sweater,Clothing,29270.29,29270.29,6,175621.74,Pending,North,Low,Meera Kapoor,2024-10-28,10
104024,21024,P1024,Pasta Pack,Grocery,4258.72,4258.72,5,21293.6,Cancelled,South,Low,Meera Mehta,2024-08-25,5
104025,21025,P1025,Face Cream,Beauty,31043.0,31043.0,9,279387.0,Cancelled,West,Medium,Rahul Singh,2024-11-09,5
104026,21026,P1026,Olive Oil,Grocery,5279.15,5279.15,5,26395.75,Pending,North,High,Amit Gupta,2025-05-13,10
104027,21027,P1027,Perfume,Beauty,7895.64,7895.64,7,55269.48,Completed,East,High,Ishaan Verma,2025-03-12,5
104028,21028,P1028,Rice 5kg,Grocery,41039.27,41039.27,7,287274.89,Completed,North,High,Neha Nair,2025-06-01,10
104029,21029,P1029,Cereal Box,Grocery,33899.79,33899.79,3,101699.37,Cancelled,West,Medium,Amit Reddy,2024-12-03,0
104030,21030,P1030,Novel,Books,31416.28,31416.28,5,157081.4,Cancelled,North,Low,Amit Kapoor,2025-02-12,0
104031,21031,P1031,Dumbbell Set,Sports,37337.83,37337.83,7,261364.81,Completed,North,Medium,Vikram Rao,2024-02-14,0
104032,21032,P1032,Football,Sports,39693.11,39693.11,3,119079.33,Pending,North,Medium,Kabir Sharma,2025-05-05,0
104033,21033,P1033,Cereal Box,Grocery,39905.49,39905.49,1,39905.49,Cancelled,West,Low,Aarav Verma,2025-01-02,0
104034,21034,P1034,Dumbbell Set,Sports,45605.79,45605.79,5,228028.95,Cancelled,North,High,Ananya Singh,2024-09-14,0
104035,21035,P1035,Blender,Home & Kitchen,25422.21,25422.21,8,203377.68,Completed,East,Low,Sara Gupta,2024-12-24,0
104036,,P1036,Coffee Beans,Grocery,11157.56,11157.56,1,11157.56,Pending,East,Low,Vivaan Mehta,2025-06-04,5
104037,21037,P1037,Pasta Pack,Grocery,43364.82,43364.82,1,43364.82,Cancelled,South,Low,Kiran Sharma,2024-08-13,5
104038,21038,P1038,Lipstick,Beauty,10488.47,10488.47,2,20976.94,Cancelled,South,Medium,Aditya Nair,2024-04-05,20
104039,21039,P1039,Olive Oil,Grocery,7534.06,7534.06,7,52738.42,Completed,East,Low,Ishaan Iyer,2024-09-04,5
104040,21040,P1040,Air Fryer,Home & Kitchen,17134.03,17134.03,3,51402.09,Returned,East,Low,Kabir Sharma,2025-01-31,0
104041,,P1041,Vacuum Cleaner,Home & Kitchen,1522.66,1522.66,5,7613.3,Completed,West,Medium,Vivaan Sharma,2024-06-07,0
104042,21042,P1042,Cereal Box,Grocery,39514.05,39514.05,6,237084.3,Returned,South,Medium,Pooja Mehta,2025-05-04,5
104043,21043,P1043,Coffee Beans,Grocery,13072.35,13072.35,5,65361.75,Returned,North,Medium,Kabir Mehta,2024-10-06,15
104044,21044,P1044,Monitor,Electronics,6429.4,6429.4,3,19288.2,Returned,East,Low,Arjun Gupta,2024-08-16,15
104045,21045,P1045,Pasta Pack,Grocery,18129.15,18129.15,6,108774.9,Cancelled,East,Low,Aarav Reddy,2024-11-08,10
104046,21046,P1046,Self-Help Book,Books,37811.5,37811.5,4,151246.0,Returned,East,Low,Meera Rao,2024-11-01,15
104047,21047,P1047,Jeans,Clothing,34307.67,34307.67,5,171538.35,Returned,North,Medium,Rohan Mehta,2025-02-11,0
104048,21048,P1048,Dumbbell Set,Sports,30536.18,30536.18,1,30536.18,Completed,West,Medium,Divya Gupta,2025-04-01,0
104049,21049,P1049,Toaster,Home & Kitchen,25596.55,25596.55,3,76789.65,Returned,North,Medium,Vikram Reddy,2024-10-04,15
104050,21050,P1050,Biography,Books,11274.27,11274.27,10,112742.7,Returned,South,Low,Rohan Gupta,2024-10-14,0
104051,21051,P1051,Dress,Clothing,44855.1,44855.1,9,403695.9,Completed,East,Low,Vikram Rao,2024-02-17,10
104052,21052,P1052,Sci-Fi Book,Books,20058.4,20058.4,5,100292.0,Pending,West,High,Rahul Verma,2024-04-24,0
104053,21053,P1053,Cereal Box,Grocery,22832.39,22832.39,9,205491.51,Completed,East,Medium,Kiran Gupta,2024-03-07,15
104054,,P1054,Olive Oil,Grocery,18935.39,18935.39,2,37870.78,Pending,West,High,Aarav Reddy,2024-03-18,10
104055,21055,P1055,Novel,Books,19920.19,19920.19,2,39840.38,Returned,South,Medium,Kiran Singh,2025-06-19,15
104056,21056,P1056,Football,Sports,24001.96,24001.96,3,72005.88,Completed,South,High,Amit Gupta,2024-05-08,0
104057,21057,P1057,Pasta Pack,Grocery,32630.06,32630.06,9,293670.54,Returned,West,High,Rahul Verma,2025-02-05,20
104058,21058,P1058,Rice 5kg,Grocery,31911.37,31911.37,10,319113.7,Cancelled,West,Low,Rahul Kapoor,2025-01-14,15
104059,21059,P1059,Jeans,Clothing,47832.4,47832.4,10,478324.0,Completed,North,Low,Aditya Reddy,2025-03-28,0
104060,21060,P1060,Cookware Set,Home & Kitchen,13505.83,13505.83,8,108046.64,Completed,North,Medium,Vikram Gupta,2024-07-04,0
104061,21061,P1061,Yoga Mat,Sports,41341.31,41341.31,8,330730.48,Completed,North,Medium,Neha Mehta,2025-04-28,15
104062,21062,P1062,Cereal Box,Grocery,9911.07,9911.07,4,39644.28,Completed,West,Medium,Pooja Reddy,2024-07-16,5
104063,21063,P1063,Toaster,Home & Kitchen,17471.57,17471.57,4,69886.28,Cancelled,South,High,Ishaan Verma,2024-02-03,0
104064,21064,P1064,Jacket,Clothing,47399.77,47399.77,8,379198.16,Cancelled,North,Medium,Divya Nair,2025-04-04,5
104065,21065,P1065,Smartphone,Electronics,4809.87,4809.87,1,4809.87,Cancelled,West,Low,Ananya Nair,2024-07-19,0
104066,21066,P1066,Laptop,Electronics,44953.6,44953.6,4,179814.4,Cancelled,East,Medium,Kabir Rao,2025-04-27,10
104067,21067,P1067,Running Shoes,Sports,34338.65,34338.65,4,137354.6,Returned,West,High,Sara Iyer,2024-11-12,10
104068,21068,P1068,Yoga Mat,Sports,1566.39,1566.39,4,6265.56,Pending,West,Medium,Amit Gupta,2024-01-28,5
104069,21069,P1069,Face Cream,Beauty,13773.96,13773.96,10,137739.6,Cancelled,South,Low,Ananya Verma,2024-04-01,10
104070,21070,P1070,Shampoo,Beauty,13354.49,13354.49,4,53417.96,Cancelled,North,Medium,Sneha Kapoor,2024-06-22,0
104071,21071,P1071,Running Shoes,Sports,36906.19,36906.19,3,110718.57,Completed,North,High,Kabir Kapoor,2024-06-03,15
104072,21072,P1072,Running Shoes,Sports,25288.72,25288.72,10,252887.2,Completed,North,Medium,Priya Singh,2024-12-23,0
104073,,P1073,Pasta Pack,Grocery,3977.35,3977.35,1,3977.35,Returned,North,High,Aarav Sharma,2024-11-30,15
104074,21074,P1074,Biography,Books,43515.06,43515.06,2,87030.12,Pending,North,Medium,Meera Rao,2024-01-01,0
104075,21075,P1075,Coffee Beans,Grocery,9841.69,9841.69,2,19683.38,Completed,East,Medium,Divya Singh,2024-05-13,10
104076,21076,P1076,Monitor,Electronics,34185.65,34185.65,2,68371.3,Returned,North,Low,Meera Rao,2024-10-26,0
104077,21077,P1077,Pasta Pack,Grocery,15883.87,15883.87,3,47651.61,Completed,East,Low,Kabir Rao,2024-01-26,10
104078,21078,P1078,Laptop,Electronics,21056.25,21056.25,2,42112.5,Completed,East,Low,Neha Sharma,2025-01-29,0
104079,21079,P1079,Dress,Clothing,15004.27,15004.27,4,60017.08,Cancelled,West,High,Aarav Singh,2025-02-27,0
104080,21080,P1080,Headphones,Electronics,9862.55,9862.55,1,9862.55,Cancelled,South,High,Priya Rao,2024-06-25,0
104081,21081,P1081,Self-Help Book,Books,27362.14,27362.14,9,246259.26,Completed,East,Low,Rohan Rao,2024-10-09,10
104082,21082,P1082,Biography,Books,16169.04,16169.04,2,32338.08,Returned,South,High,Vivaan Nair,2025-04-06,20
104083,21083,P1083,Perfume,Beauty,5032.13,5032.13,10,50321.3,Pending,East,High,Aarav Reddy,2025-06-09,15
104084,,P1084,Sunscreen,Beauty,3726.0,3726.0,7,26082.0,Returned,West,Low,Priya Gupta,2024-03-15,10
104085,21085,P1085,Perfume,Beauty,33838.74,33838.74,7,236871.18,Completed,East,Low,Divya Iyer,2024-05-27,10
104086,21086,P1086,Laptop,Electronics,49831.06,49831.06,9,448479.54,Pending,East,Low,Arjun Mehta,2025-06-10,20
104087,21087,P1087,Dress,Clothing,35766.97,35766.97,1,35766.97,Pending,West,High,Sneha Reddy,2024-03-25,0
104088,21088,P1088,Headphones,Electronics,48359.77,48359.77,7,338518.39,Cancelled,East,High,Rahul Iyer,2025-06-16,5
104089,,P1089,Yoga Mat,Sports,40198.87,40198.87,1,40198.87,Cancelled,North,Medium,Vivaan Verma,2024-04-13,0
104090,21090,P1090,Sci-Fi Book,Books,3794.51,3794.51,1,3794.51,Completed,East,Low,Sara Verma,2024-05-18,15
104091,21091,P1091,Sweater,Clothing,12579.31,12579.31,1,12579.31,Cancelled,East,High,Meera Singh,2025-01-29,0
104092,,P1092,Cookware Set,Home & Kitchen,21596.6,21596.6,2,43193.2,Pending,West,High,Vivaan Singh,2024-07-14,15
104093,21093,P1093,T-Shirt,Clothing,16699.68,16699.68,2,33399.36,Returned,West,High,Sara Kapoor,2024-08-27,0
104094,21094,P1094,Blender,Home & Kitchen,29965.63,29965.63,3,89896.89,Returned,North,High,Neha Singh,2024-11-01,10
104095,21095,P1095,Camera,Electronics,,42273.62,2,84547.24,Completed,South,Low,Aarav Verma,2025-03-05,5
104096,21096,P1096,Football,Sports,16896.12,16896.12,7,118272.84,Returned,South,High,Kabir Rao,2025-06-01,0
104097,21097,P1097,Headphones,Electronics,12080.2,12080.2,3,36240.6,Pending,North,Low,Divya Sharma,2024-11-17,0
104098,21098,P1098,Running Shoes,Sports,$38946.08,38946.08,10,389460.8,Cancelled,North,Low,Rohan Gupta,2025-06-21,15
104099,21099,P1099,Tablet,Electronics,27192.85,27192.85,6,163157.1,Returned,West,High,Vikram Mehta,2024-07-08,5
104100,21100,P1100,Blender,Home & Kitchen,47673.58,47673.58,6,286041.48,Completed,East,Low,Amit Kapoor,2024-03-27,0
104101,21101,P1101,Cookware Set,Home & Kitchen,4599.24,4599.24,6,27595.44,Cancelled,South,Low,Meera Nair,2024-05-23,0
104102,21102,P1102,Tablet,Electronics,9952.52,9952.52,3,29857.56,Cancelled,West,Low,Amit Kapoor,2024-03-02,15
104103,21103,P1103,T-Shirt,Clothing,44561.49,44561.49,8,356491.92,Pending,West,Medium,Meera Iyer,2024-05-29,0
104104,21104,P1104,Cookware Set,Home & Kitchen,42058.39,42058.39,2,84116.78,Pending,North,Medium,Kiran Gupta,2025-01-16,0
104105,21105,P1105,Smartphone,Electronics,3070.1,3070.1,2,6140.2,Pending,North,High,Kabir Verma,2024-10-15,5
104106,21106,P1106,Cookware Set,Home & Kitchen,9286.44,9286.44,8,74291.52,Returned,North,Medium,Divya Gupta,2024-05-16,5
104107,21107,P1107,Rice 5kg,Grocery,47124.2,47124.2,1,47124.2,Cancelled,West,Medium,Sneha Singh,2025-06-14,5
104108,21108,P1108,Cookbook,Books,17609.27,17609.27,7,123264.89,Cancelled,North,High,Aarav Mehta,2025-03-20,20
104109,21109,P1109,Air Fryer,Home & Kitchen,31147.06,31147.06,8,249176.48,Returned,South,High,Vikram Sharma,2024-02-11,5
104110,21110,P1110,Laptop,Electronics,30817.01,30817.01,6,184902.06,Completed,East,Low,Vivaan Verma,2024-03-08,0
104111,21111,P1111,Lipstick,Beauty,40737.25,40737.25,5,203686.25,Pending,South,Low,Amit Reddy,2024-08-29,15
104112,21112,P1112,Cookbook,Books,10550.92,10550.92,5,52754.6,Pending,South,High,Aditya Rao,2025-02-19,15
104113,21113,P1113,Sunscreen,Beauty,43991.16,43991.16,5,219955.8,Returned,West,High,Diya Singh,2025-06-23,20
104114,21114,P1114,Self-Help Book,Books,,16558.58,2,33117.16,Completed,East,Medium,Rahul Gupta,2024-09-02,10
104115,21115,P1115,Smartphone,Electronics,24761.22,24761.22,6,148567.32,Returned,North,High,Ananya Reddy,2025-02-16,20
104116,21116,P1116,Sweater,Clothing,42034.3,42034.3,9,378308.7,Cancelled,West,Low,Kabir Mehta,2024-03-11,20
104117,21117,P1117,Vacuum Cleaner,Home & Kitchen,32365.22,32365.22,1,32365.22,Completed,East,Low,Aditya Verma,2025-05-24,10
104118,21118,P1118,Cookware Set,Home & Kitchen,,13990.72,8,111925.76,Cancelled,East,High,Meera Mehta,2024-07-28,5
104119,21119,P1119,Pasta Pack,Grocery,47846.37,47846.37,9,430617.33,Returned,West,High,Vikram Verma,2025-02-20,0
104120,21120,P1120,Dumbbell Set,Sports,37004.35,37004.35,4,148017.4,Cancelled,West,Medium,Neha Mehta,2025-06-14,15
104121,21121,P1121,Cookware Set,Home & Kitchen,35028.05,35028.05,4,140112.2,Pending,North,Low,Vikram Verma,2024-11-21,5
104122,21122,P1122,Coffee Beans,Grocery,42755.36,42755.36,4,171021.44,Cancelled,East,Low,Priya Nair,2025-03-24,10
104123,,P1123,Rice 5kg,Grocery,36207.83,36207.83,1,36207.83,Returned,West,Low,Sara Nair,2024-12-11,0
104124,21124,P1124,Laptop,Electronics,3608.25,3608.25,5,18041.25,Completed,South,Medium,Priya Singh,2024-06-28,0
104125,,P1125,Cookbook,Books,28756.25,28756.25,7,201293.75,Returned,South,Medium,Priya Nair,2024-06-15,0
104126,21126,P1126,Face Cream,Beauty,24928.47,24928.47,9,224356.23,Cancelled,West,Medium,Kiran Iyer,2024-06-08,20
104127,21127,P1127,Biography,Books,10840.51,10840.51,9,97564.59,Pending,South,High,Vivaan Iyer,2024-03-15,0
104128,21128,P1128,Coffee Beans,Grocery,45230.57,45230.57,8,361844.56,Pending,West,Medium,Vivaan Verma,2024-10-12,10
104129,,P1129,Pasta Pack,Grocery,2402.6,2402.6,4,9610.4,Returned,South,Medium,Amit Reddy,2024-06-13,0
104130,21130,P1130,Self-Help Book,Books,17156.45,17156.45,10,171564.5,Pending,South,High,Aarav Rao,2024-12-21,0
104131,21131,P1131,Cereal Box,Grocery,19443.97,19443.97,6,116663.82,Cancelled,East,Low,Kabir Rao,2024-09-13,10
104132,21132,P1132,Blender,Home & Kitchen,5219.0,5219.0,1,5219.0,Pending,North,Low,Sneha Rao,2024-02-04,0
104133,21133,P1133,Monitor,Electronics,20625.52,20625.52,3,61876.56,Completed,East,High,Rahul Nair,2024-05-07,10
104134,21134,P1134,Pasta Pack,Grocery,29532.52,29532.52,10,295325.2,Returned,North,Medium,Priya Reddy,2024-03-23,0
104135,21135,P1135,Cookbook,Books,13560.62,13560.62,1,13560.62,Returned,North,Medium,Vivaan Mehta,2025-04-13,0
104136,21136,P1136,Jeans,Clothing,28089.83,28089.83,10,280898.3,Cancelled,South,Low,Sara Gupta,2025-02-11,0
104137,21137,P1137,Tablet,Electronics,38698.96,38698.96,8,309591.68,Returned,South,Low,Vikram Sharma,2024-04-30,0
104138,21138,P1138,Monitor,Electronics,10370.31,10370.31,3,31110.93,Pending,South,Low,Ishaan Gupta,2024-08-03,5
104139,21139,P1139,Coffee Beans,Grocery,2259.59,2259.59,9,20336.31,Completed,West,Low,Ishaan Iyer,2024-10-12,10
104140,21140,P1140,Self-Help Book,Books,19986.15,19986.15,1,19986.15,Cancelled,North,Low,Diya Rao,2025-01-10,0
104141,21141,P1141,Biography,Books,6533.35,6533.35,4,26133.4,Returned,North,High,Sara Rao,2024-03-20,15
104142,,P1142,Cereal Box,Grocery,41471.65,41471.65,5,207358.25,Returned,West,High,Divya Rao,2025-01-10,0
104143,21143,P1143,Blender,Home & Kitchen,$29370.69,29370.69,5,146853.45,Pending,West,Medium,Ishaan Singh,2025-02-28,5
104144,21144,P1144,Headphones,Electronics,579.99,579.99,3,1739.97,Pending,West,High,Rohan Rao,2024-10-01,20
104145,21145,P1145,Vacuum Cleaner,Home & Kitchen,529.99,529.99,6,3179.94,Completed,North,Low,Kiran Nair,2025-02-06,15
104146,21146,P1146,Jeans,Clothing,43080.52,43080.52,8,344644.16,Completed,North,High,Vikram Nair,2024-04-26,0
104147,21147,P1147,Air Fryer,Home & Kitchen,35585.6,35585.6,3,106756.8,Completed,West,Low,Ananya Gupta,2024-05-13,20
104148,21148,P1148,Dumbbell Set,Sports,46206.44,46206.44,5,231032.2,Completed,West,Medium,Sneha Rao,2024-03-29,5
104149,21149,P1149,Coffee Beans,Grocery,33997.83,33997.83,5,169989.15,Cancelled,South,Medium,Sneha Singh,2024-08-09,0
104150,21150,P1150,Biography,Books,2430.17,2430.17,4,9720.68,Returned,South,Medium,Diya Nair,2024-07-05,20
104151,21151,P1151,Pasta Pack,Grocery,26146.3,26146.3,9,235316.7,Completed,North,Medium,Neha Nair,2024-09-01,0
104152,21152,P1152,Laptop,Electronics,9361.47,9361.47,6,56168.82,Completed,South,Low,Aarav Iyer,2025-04-26,20
104153,21153,P1153,Smartwatch,Electronics,$7811.65,7811.65,4,31246.6,Returned,North,Medium,Diya Reddy,2025-04-28,0
104154,21154,P1154,Olive Oil,Grocery,24966.12,24966.12,10,249661.2,Pending,South,Low,Vikram Singh,2024-10-12,20
104155,21155,P1155,Cricket Bat,Sports,13038.47,13038.47,7,91269.29,Pending,South,Low,Meera Rao,2025-06-07,0
104156,21156,P1156,Jacket,Clothing,1537.46,1537.46,9,13837.14,Completed,East,Low,Neha Verma,2025-05-28,0
104157,21157,P1157,Running Shoes,Sports,$40952.02,40952.02,9,368568.18,Completed,East,High,Meera Rao,2024-06-30,5
104158,21158,P1158,Jacket,Clothing,38896.6,38896.6,3,116689.8,Pending,West,Medium,Ananya Rao,2025-05-15,0
104159,21159,P1159,Shampoo,Beauty,34490.77,34490.77,8,275926.16,Pending,South,High,Arjun Nair,2024-08-31,0
104160,21160,P1160,Blender,Home & Kitchen,38868.33,38868.33,10,388683.3,Pending,South,Low,Rahul Iyer,2025-01-05,0
104161,21161,P1161,Camera,Electronics,33271.83,33271.83,2,66543.66,Returned,North,Low,Sara Singh,2024-11-28,0
104162,21162,P1162,Jeans,Clothing,29074.03,29074.03,1,29074.03,Cancelled,West,Medium,Amit Rao,2025-02-08,15
104163,21163,P1163,Vacuum Cleaner,Home & Kitchen,3331.58,3331.58,9,29984.22,Completed,South,High,Rahul Gupta,2024-07-16,15
104164,21164,P1164,Yoga Mat,Sports,,29168.4,5,145842.0,Returned,East,Medium,Neha Reddy,2025-03-19,10
104165,21165,P1165,Self-Help Book,Books,17043.97,17043.97,2,34087.94,Returned,West,Low,Priya Nair,2024-03-18,10
104166,21166,P1166,Pasta Pack,Grocery,29285.81,29285.81,3,87857.43,Pending,South,Medium,Sara Singh,2024-12-21,15
104167,21167,P1167,Monitor,Electronics,14501.37,14501.37,1,14501.37,Cancelled,South,Low,Ananya Iyer,2024-04-16,20
104168,21168,P1168,Olive Oil,Grocery,21519.77,21519.77,8,172158.16,Returned,East,Low,Ananya Gupta,2024-05-28,0
104169,21169,P1169,Shampoo,Beauty,34002.37,34002.37,2,68004.74,Returned,South,Low,Amit Sharma,2024-08-26,0
104170,21170,P1170,Olive Oil,Grocery,5242.65,5242.65,1,5242.65,Pending,East,Low,Pooja Nair,2024-01-16,10
104171,21171,P1171,Cookbook,Books,11795.74,11795.74,1,11795.74,Cancelled,East,High,Arjun Verma,2024-08-10,0
104172,21172,P1172,Sci-Fi Book,Books,36606.65,36606.65,5,183033.25,Pending,North,Low,Aditya Singh,2024-03-07,5
104173,21173,P1173,Jeans,Clothing,37997.03,37997.03,2,75994.06,Cancelled,East,High,Vikram Gupta,2024-11-27,0
104174,21174,P1174,Tablet,Electronics,40050.57,40050.57,3,120151.71,Pending,North,Medium,Ananya Singh,2024-09-17,0
104175,21175,P1175,Sunscreen,Beauty,34403.1,34403.1,9,309627.9,Cancelled,East,Medium,Pooja Rao,2024-04-12,20
104176,21176,P1176,Running Shoes,Sports,48594.21,48594.21,3,145782.63,Cancelled,East,Low,Diya Iyer,2024-11-25,0
104177,21177,P1177,Sci-Fi Book,Books,16968.66,16968.66,9,152717.94,Returned,North,High,Sara Rao,2024-03-24,5
104178,,P1178,Tablet,Electronics,41310.4,41310.4,4,165241.6,Pending,West,Low,Meera Rao,2025-04-25,0
104179,21179,P1179,Sneakers,Clothing,35054.71,35054.71,7,245382.97,Cancelled,South,High,Rahul Kapoor,2024-11-05,20
104180,21180,P1180,Camera,Electronics,34389.04,34389.04,8,275112.32,Pending,West,Medium,Vivaan Iyer,2024-04-01,10
104181,21181,P1181,Olive Oil,Grocery,,30662.21,2,61324.42,Returned,West,Low,Rahul Nair,2025-01-29,15
104182,21182,P1182,Vacuum Cleaner,Home & Kitchen,$48230.33,48230.33,2,96460.66,Pending,East,Medium,Diya Mehta,2024-12-08,0
104183,21183,P1183,Face Cream,Beauty,13061.81,13061.81,7,91432.67,Completed,East,Low,Rohan Sharma,2024-08-20,10
104184,21184,P1184,Lipstick,Beauty,6328.73,6328.73,6,37972.38,Cancelled,East,Medium,Amit Sharma,2024-10-28,0
104185,21185,P1185,Toaster,Home & Kitchen,17821.42,17821.42,1,17821.42,Cancelled,West,High,Vivaan Reddy,2025-06-05,0
104186,21186,P1186,Biography,Books,8065.16,8065.16,3,24195.48,Pending,North,High,Divya Rao,2025-05-12,10
