Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
10036,CA-2018-133092,1/18/2018,1/22/2018,Second Class,RW-19630,Rob Williams,Corporate,United States,Gilbert,Arizona,85234,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,360.56,2,0.2,42.3159
10037,CA-2018-119887,1/7/2018,1/9/2018,First Class,MC-18100,Mick Crebagga,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,120.72,2,0.0,26.612
10038,CA-2018-168494,1/15/2018,1/15/2018,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Grapevine,Texas,76051,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,2794.968,8,0.1,962.9145
10039,US-2018-174531,1/22/2018,1/26/2018,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Visalia,California,93277,West,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,568.96,2,0.0,-30.9768
10040,CA-2018-120585,1/10/2018,1/16/2018,Standard Class,AH-10195,Alan Haines,Corporate,United States,Boynton Beach,Florida,33437,South,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,18.36,2,0.0,0.8772
10041,US-2018-138175,1/4/2018,1/10/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Morgan Hill,California,95037,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1434.24,5,0.1,71.3064
10042,CA-2018-134675,1/28/2018,2/3/2018,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1740.9,7,0.0,271.927
10043,US-2018-118643,1/5/2018,1/9/2018,Second Class,AO-10810,Anthony O'Donnell,Corporate,United States,Quincy,Massachusetts,2169,East,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,731.727,3,0.1,185.37
10044,US-2018-157560,1/6/2018,1/6/2018,Same Day,IG-15085,Ivan Gibson,Consumer,United States,Alexandria,Virginia,22304,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",1698.64,5,0.2,127.8391
10045,US-2018-157377,1/5/2018,1/9/2018,Second Class,AR-10510,Andrew Roberts,Consumer,United States,Dallas,Texas,75217,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1731.492,7,0.1,-321.6667
10046,CA-2018-188381,1/21/2018,1/25/2018,Second Class,IL-15100,Ivan Liston,Consumer,United States,Parma,Ohio,44134,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,90.23,5,0.3,19.485
10047,US-2018-168021,1/23/2018,1/23/2018,Same Day,DB-13120,David Bremer,Corporate,United States,Richmond,Virginia,23223,South,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",2243.25,5,0.0,89.1394
10048,US-2018-111959,1/18/2018,1/20/2018,First Class,BP-11290,Beth Paige,Consumer,United States,Burbank,California,91505,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,944.433,7,0.1,-134.5534
10049,CA-2018-143228,1/16/2018,1/16/2018,Same Day,GR-14560,Georgia Rosenberg,Corporate,United States,Waynesboro,Virginia,22980,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",1470.4,5,0.2,150.7941
10050,US-2018-111542,1/13/2018,1/15/2018,First Class,LC-17140,Logan Currie,Consumer,United States,Montebello,California,90640,West,OFF-LA-10000973,Office Supplies,Labels,Avery 502,2620.92,6,0.0,58.4368
10051,CA-2018-186200,1/20/2018,1/20/2018,Same Day,KS-16300,Karen Seio,Corporate,United States,Roswell,Georgia,30076,South,OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",636.37,7,0.0,-0.65
10052,US-2018-181973,1/17/2018,1/21/2018,Second Class,DB-13615,Doug Bickford,Consumer,United States,Great Falls,Montana,59405,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,902.736,4,0.1,280.0468
10053,US-2018-191521,1/18/2018,1/22/2018,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Watertown,New York,13601,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,252.91,1,0.3,48.1491
10054,US-2018-172199,1/3/2018,1/3/2018,Same Day,RO-19780,Rose O'Brian,Consumer,United States,Thornton,Colorado,80229,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,893.16,2,0.0,269.8338
10055,US-2018-115396,1/23/2018,1/29/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Madison,Wisconsin,53711,Central,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1677.024,8,0.1,-83.2077
10056,US-2018-161894,1/10/2018,1/10/2018,Same Day,SP-20545,Sibella Parks,Corporate,United States,Columbia,Maryland,21044,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,221.4,3,0.2,28.7062
10057,CA-2018-109150,1/11/2018,1/11/2018,Same Day,AB-10060,Adam Bellavance,Home Office,United States,Everett,Washington,98208,West,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,529.578,6,0.3,-105.1684
10058,US-2018-176931,1/21/2018,1/21/2018,Same Day,SJ-20125,Sanjit Jacobs,Home Office,United States,Lehi,Utah,84043,West,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,590.52,3,0.2,-6.0126
10059,US-2018-159682,1/13/2018,1/19/2018,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,496.356,4,0.3,134.4167
10060,US-2018-105720,1/13/2018,1/13/2018,Same Day,JM-15250,Janet Martin,Consumer,United States,Ann Arbor,Michigan,48104,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,2491.328,7,0.2,587.4963
10061,CA-2018-164923,1/4/2018,1/10/2018,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Spokane,Washington,99207,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,2366.34,6,0.0,99.7848
10062,US-2018-102011,1/26/2018,2/1/2018,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Redding,California,96003,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",287.49,7,0.0,66.0764
10063,US-2018-144375,1/22/2018,1/22/2018,Same Day,JA-15970,Joseph Airdo,Consumer,United States,Ontario,California,91761,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,692.514,2,0.1,188.8058
10064,US-2018-141505,1/23/2018,1/23/2018,Same Day,TZ-21580,Tracy Zic,Consumer,United States,Temecula,California,92592,West,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,26.768,1,0.3,3.9386
10065,US-2018-129817,1/26/2018,1/30/2018,Second Class,MB-18085,Mick Brown,Consumer,United States,Hempstead,New York,11550,East,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,2408.56,7,0.0,450.7378
10066,CA-2018-158153,1/8/2018,1/10/2018,First Class,CW-11905,Carl Weiss,Home Office,United States,Woonsocket,Rhode Island,2895,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,151.37,1,0.0,-25.6019
10067,US-2018-149131,1/16/2018,1/22/2018,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Redmond,Washington,98052,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",532.364,4,0.3,93.1585
10068,CA-2018-122280,1/8/2018,1/12/2018,Second Class,AG-10900,Arthur Gainer,Consumer,United States,Port Orange,Florida,32127,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,1518.755,7,0.3,111.958
10069,CA-2018-130433,1/17/2018,1/19/2018,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Columbia,Missouri,65203,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,2179.728,8,0.1,641.7113
10070,US-2018-137700,1/24/2018,1/30/2018,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Norfolk,Nebraska,68701,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,681.264,2,0.2,233.8155
10071,US-2018-183746,1/16/2018,1/18/2018,First Class,CM-11815,Candace McMahon,Corporate,United States,Jupiter,Florida,33458,South,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,691.56,8,0.1,8.0092
10072,US-2018-113979,1/10/2018,1/10/2018,Same Day,JE-16165,Justin Ellison,Corporate,United States,Paterson,New Jersey,7501,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,582.876,6,0.3,107.6009
10073,CA-2018-186275,1/15/2018,1/17/2018,First Class,SW-20245,Scot Wooten,Consumer,United States,New Brunswick,New Jersey,8901,East,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,273.252,1,0.3,62.321
10074,CA-2018-179482,1/26/2018,1/26/2018,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Wichita,Kansas,67212,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,1381.6,5,0.0,-8.5984
10075,CA-2018-181381,1/11/2018,1/17/2018,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Muskogee,Oklahoma,74403,Central,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",289.1,2,0.0,12.2731
10076,US-2018-195991,1/7/2018,1/11/2018,Second Class,FW-14395,Fred Wasserman,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1522.755,5,0.1,-157.4498
10077,CA-2018-170701,1/14/2018,1/16/2018,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Wilmington,Delaware,19805,East,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",1112.427,3,0.1,355.2016
10078,US-2018-197853,1/13/2018,1/17/2018,Second Class,DB-13060,Dave Brooks,Consumer,United States,Dublin,California,94568,West,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,561.68,8,0.0,186.2391
10079,US-2018-173048,1/14/2018,1/18/2018,Second Class,TS-21430,Tom Stivers,Corporate,United States,Marlborough,Massachusetts,1752,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,874.23,7,0.0,-115.4213
10080,US-2018-188188,1/26/2018,1/28/2018,First Class,DG-13300,Deirdre Greer,Corporate,United States,Auburn,Washington,98002,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,352.107,7,0.1,-25.1397
10081,CA-2018-181205,1/20/2018,1/22/2018,First Class,ME-18010,Michelle Ellison,Corporate,United States,Alexandria,Virginia,22304,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1155.4,4,0.0,63.9481
10082,US-2018-185097,1/16/2018,1/20/2018,Second Class,KF-16285,Karen Ferguson,Home Office,United States,Indianapolis,Indiana,46203,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",1278.75,3,0.0,-41.6866
10083,US-2018-115220,1/6/2018,1/12/2018,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Oak Park,Michigan,48237,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",500.424,3,0.2,84.4553
10084,US-2018-176983,1/26/2018,2/1/2018,Standard Class,JL-15850,John Lucas,Consumer,United States,Sanford,Florida,32771,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2635.43,7,0.0,365.2936
10085,US-2018-104288,1/25/2018,1/27/2018,First Class,IL-15100,Ivan Liston,Consumer,United States,Independence,Missouri,64055,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,654.592,4,0.2,-45.9118
10086,US-2018-113022,1/24/2018,1/26/2018,First Class,SW-20245,Scot Wooten,Consumer,United States,Eau Claire,Wisconsin,54703,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",1103.88,6,0.0,-105.5368
10087,CA-2018-159600,1/5/2018,1/11/2018,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Miami,Florida,33180,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,355.76,1,0.0,-23.4934
10088,CA-2018-174000,1/9/2018,1/13/2018,Second Class,SV-20365,Seth Vernon,Consumer,United States,Overland Park,Kansas,66212,Central,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,289.66,4,0.3,80.6218
10089,US-2018-119340,1/28/2018,2/1/2018,Second Class,Dp-13240,Dean percer,Home Office,United States,Hagerstown,Maryland,21740,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2222.45,5,0.0,215.841
10090,CA-2018-114408,1/24/2018,1/28/2018,Second Class,KB-16600,Ken Brennan,Corporate,United States,Nashville,Tennessee,37211,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,499.02,3,0.0,116.5897
10091,US-2018-102068,1/8/2018,1/10/2018,First Class,GM-14695,Greg Maxwell,Corporate,United States,Hot Springs,Arkansas,71901,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",335.84,1,0.0,30.0063
10092,CA-2018-162422,1/17/2018,1/19/2018,First Class,VW-21775,Victoria Wilson,Corporate,United States,Leominster,Massachusetts,1453,East,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",369.12,2,0.2,118.1105
10093,CA-2018-195321,1/28/2018,1/30/2018,First Class,HF-14995,Herbert Flentye,Consumer,United States,The Colony,Texas,75056,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,279.04,8,0.0,17.7023
10094,US-2018-155872,1/24/2018,1/28/2018,Second Class,TA-21385,Tom Ashbrook,Home Office,United States,Port Orange,Florida,32127,South,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,259.072,8,0.2,-40.3026
10095,CA-2018-108609,1/7/2018,1/9/2018,First Class,SM-20320,Sean Miller,Home Office,United States,Lodi,California,95240,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",2148.624,6,0.2,197.2571
10096,US-2018-166263,1/22/2018,1/22/2018,Same Day,AR-10825,Anthony Rawles,Corporate,United States,Bayonne,New Jersey,7002,East,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,769.86,2,0.0,121.6411
10097,CA-2018-156370,1/17/2018,1/23/2018,Standard Class,CM-12445,Chuck Magee,Consumer,United States,Oak Park,Illinois,60302,Central,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,2354.436,7,0.1,45.4444
10098,CA-2018-140966,1/16/2018,1/18/2018,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,Boise,Idaho,83704,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1932.705,5,0.1,343.5413
10099,US-2018-108799,1/5/2018,1/9/2018,Second Class,MK-17905,Michael Kennedy,Corporate,United States,Columbus,Indiana,47201,Central,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,81.088,2,0.2,16.7315
10100,CA-2018-172924,1/4/2018,1/6/2018,First Class,AM-10705,Anne McFarland,Consumer,United States,Saint Charles,Illinois,60174,Central,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,262.864,2,0.2,43.6189
10101,US-2018-194510,1/4/2018,1/6/2018,First Class,MC-17425,Mark Cousins,Corporate,United States,Phoenix,Arizona,85023,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,242.055,5,0.1,19.141
10102,CA-2018-186079,1/18/2018,1/24/2018,Standard Class,MS-17710,Maurice Satty,Consumer,United States,New York City,New York,10024,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,686.988,2,0.1,1.4829
10103,US-2018-175248,1/10/2018,1/10/2018,Same Day,JG-15805,John Grady,Corporate,United States,Parma,Ohio,44134,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,293.062,1,0.3,75.0835
10104,US-2018-103794,1/8/2018,1/10/2018,First Class,JK-15205,Jamie Kunitz,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",734.175,5,0.1,-73.5841
10105,CA-2018-174228,1/24/2018,1/24/2018,Same Day,BE-11410,Bobby Elias,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,671.02,2,0.0,224.4533
10106,CA-2018-197794,1/19/2018,1/25/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Tallahassee,Florida,32303,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1167.656,7,0.2,-132.4413
10107,US-2018-194581,1/13/2018,1/17/2018,Second Class,DB-13210,Dean Braden,Consumer,United States,San Bernardino,California,92404,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",77.58,1,0.0,10.8465
10108,CA-2018-135665,1/17/2018,1/17/2018,Same Day,JW-15220,Jane Waco,Corporate,United States,Hamilton,Ohio,45011,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",1138.928,8,0.3,-56.671
10109,CA-2018-145242,1/16/2018,1/20/2018,Second Class,JS-16030,Joy Smith,Consumer,United States,West Allis,Wisconsin,53214,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,780.815,5,0.3,130.3359
10110,CA-2018-128903,1/15/2018,1/19/2018,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,San Gabriel,California,91776,West,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,141.23,1,0.0,-11.8381
10111,CA-2018-133491,1/12/2018,1/14/2018,First Class,CL-11890,Carl Ludwig,Consumer,United States,Bullhead City,Arizona,86442,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",455.68,2,0.0,16.7965
10112,CA-2018-149834,1/20/2018,1/26/2018,Standard Class,AC-10660,Anna Chung,Consumer,United States,Springfield,Ohio,45503,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,1101.06,6,0.0,229.1556
10113,US-2018-102456,1/17/2018,1/21/2018,Second Class,Co-12640,Corey-Lock,Consumer,United States,College Station,Texas,77840,Central,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,830.508,6,0.3,18.6304
10114,US-2018-137947,1/6/2018,1/6/2018,Same Day,SC-20845,Sung Chung,Consumer,United States,Manhattan,Kansas,66502,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",75.573,1,0.1,24.2731
